number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
4,2,2690,8036,2,0,0,4,9,2690,0,1987,0,122030,52.8896,-114.334,2420,8087,2,53,790000
2,2,1120,1468,2,0,0,3,8,760,360,2004,0,122009,52.8088,-114.6,1120,1322,3,58,380000
5,4,3870,5929,2,0,0,3,10,3870,0,2014,0,122005,52.9265,-114.324,3600,5625,1,80,1300000
4,4,3390,3960,2,0,0,3,10,3390,0,2008,0,122012,52.7706,-114.185,2990,3400,2,63,775000
3,2,1380,8536,2,0,0,4,7,1380,0,1955,0,122060,52.6674,-114.525,1260,8750,1,76,265000
2,2,1480,7276,1,0,0,4,6,940,540,1978,0,122053,52.7242,-114.356,1090,6710,1,61,269500
4,2,2520,10850,1,0,0,4,8,1680,840,1968,0,122014,53.0051,-114.474,2590,10800,3,65,600000
2,2,1460,1296,2,0,0,3,8,1160,300,2008,0,122054,52.8223,-114.486,1460,1296,3,63,449000
3,2,1010,7171,1,0,0,4,7,1010,0,1967,0,122033,52.9617,-114.421,1250,7560,3,76,325000
3,2,1200,813,3,0,0,3,9,1200,0,2010,0,122054,52.8194,-114.505,1750,4365,3,76,412000
5,3,3100,5250,2,0,0,3,7,3100,0,2006,0,122008,52.7669,-114.078,2460,5250,2,52,539950
3,2,1840,5000,2,0,0,5,7,1340,500,1915,0,122026,52.8952,-114.552,1840,5000,3,54,750000
5,4,5230,8960,2,0,0,3,11,4450,780,2014,0,122048,52.8264,-114.391,2310,9603,3,70,1990000
3,1,990,7050,1,0,0,3,7,990,0,1967,0,122033,52.9574,-114.392,1200,8125,3,70,310000
3,2,1430,20193,1,0,0,3,7,1430,0,1955,0,122027,52.7919,-114.373,2140,18364,1,70,453000
4,3,2700,35362,2,0,0,5,8,2700,0,1976,0,122037,52.9928,-114.284,2810,35915,2,58,669000
4,2,1780,5336,2,0,0,5,6,930,850,1918,0,122063,52.7394,-114.453,1910,10304,1,66,315000
4,2,2000,5006,2,0,0,3,7,2000,0,2005,0,122046,52.696,-114.337,2410,4889,2,53,349950
3,2,1900,7479,2,0,0,4,7,1900,0,1992,0,122024,52.5795,-114.227,1520,6559,2,62,316000
4,4,4285,9345,2,0,0,3,10,4285,0,2013,0,122048,52.8632,-114.389,1570,8994,1,53,1890000
3,2,2250,5301,2,0,0,4,8,1510,740,1975,0,122006,52.9041,-114.461,2240,7200,1,52,750000
3,2,2010,4195,2,0,0,3,8,2010,0,1998,0,122033,52.962,-114.387,2010,5779,3,71,463000
2,1,1350,10096,1,0,2,4,7,1350,0,1952,0,122025,52.7267,-113.968,1280,10095,2,80,276900
2,2,1750,46173,2,0,0,4,8,1750,0,1964,0,122021,52.9697,-114.316,2220,42224,3,60,661000
4,2,1650,6000,1,0,0,5,7,1000,650,1959,0,122054,52.8134,-114.497,1540,6000,1,65,445000
2,2,1470,2034,2,0,0,4,8,1470,0,1985,0,122030,52.8513,-114.343,1510,2055,1,52,419000
2,2,1740,7290,1,0,0,3,8,1280,460,1950,0,122032,52.8761,-114.587,1820,6174,1,54,550000
4,2,3691,11088,2,0,1,3,8,3691,0,2013,0,122019,52.8422,-114.249,3190,11270,3,52,800000
3,1,1010,6000,2,0,0,3,7,1010,0,1919,1977,122003,52.8738,-114.547,1960,4000,2,67,636100
3,1,1090,8520,1,0,0,3,7,1090,0,1967,0,122040,52.5664,-114.497,1190,8520,3,61,190000
4,3,4140,20734,1,0,1,3,10,3300,840,1977,2005,122048,52.8644,-114.405,4020,20008,3,71,2400000
3,2,1430,1056,3,0,0,3,8,1430,0,2003,0,122007,52.914,-114.578,1310,2135,2,51,443600
3,2,1250,8700,1,0,0,4,7,1250,0,1959,0,122056,52.7044,-114.518,1300,8700,3,57,306000
4,3,3020,8622,2,0,0,3,9,3020,0,1976,2003,122048,52.8166,-114.391,3060,14303,1,71,1190000
2,1,1890,5202,2,0,0,4,7,1890,0,1909,0,122007,52.9086,-114.569,1670,5100,1,65,645500
6,2,2570,4240,2,0,0,4,7,1970,600,1911,0,122006,52.9054,-114.497,2030,4240,2,58,705000
3,2,3316,11447,2,0,0,3,9,3316,0,1986,0,122018,52.5336,-114.53,3000,11447,1,63,490600
3,2,2790,36585,1,0,0,4,8,1410,1380,1970,0,122012,52.7034,-114.189,1900,45302,1,70,478000
2,1,840,11600,1,0,0,3,6,840,0,1952,0,122056,52.722,-114.492,1610,9120,1,77,187000
2,2,1700,3171,1,0,0,5,5,850,850,1927,0,122072,52.5325,-114.414,1380,5906,1,53,189000
5,3,3170,7062,2,0,0,3,9,3170,0,2014,0,122019,52.8237,-114.251,3210,6891,2,61,919950
2,2,1780,1311,3,0,0,3,8,1350,430,2005,0,122028,52.9262,-114.53,1390,1227,2,59,398500
4,2,2020,32710,1,0,0,3,7,1070,950,1941,0,122056,52.7269,-114.52,1340,17700,1,78,340000
4,2,5300,26211,2,1,2,2,10,4570,730,1923,0,122004,52.891,-114.459,3890,19281,1,79,2560000
3,2,1860,60960,1,0,0,4,7,1140,720,1967,0,122035,52.6096,-114.292,2170,82764,3,75,291000
4,2,2790,45902,2,0,0,3,9,2790,0,1987,0,122037,52.9974,-114.276,2890,42421,3,50,654950
2,2,2040,8600,1,0,0,4,6,1430,610,1985,0,122040,52.5055,-114.498,1310,7859,1,60,210500
3,2,1160,13747,1,0,0,5,5,580,580,1931,0,122020,52.815,-114.241,2961,16320,3,50,775000
3,2,2580,11060,1,0,0,3,8,2580,0,1964,0,122049,52.8413,-114.354,2580,13868,3,76,898000
4,4,5860,52889,2,0,0,4,10,4910,950,1996,0,122021,52.9545,-114.285,3320,39066,2,72,1160000
3,1,1780,5236,2,0,0,5,6,1050,730,1944,0,122052,52.7419,-114.576,1260,5320,1,58,375000
3,3,2440,45738,2,0,0,3,8,1840,600,1987,0,122012,52.7753,-114.147,2440,189100,1,56,530000
4,2,3250,4500,2,0,0,3,8,3250,0,2009,0,122015,52.7244,-114.339,3030,4518,2,63,519000
4,3,2310,7851,1,0,0,4,8,1790,520,1989,0,122027,52.7773,-114.377,2230,7359,2,53,592100
4,2,1920,9380,1,0,0,3,7,1920,0,1964,0,122029,52.8644,-114.308,1580,8580,2,68,480000
4,2,3400,247421,2,0,0,3,9,3400,0,2001,0,122062,52.5923,-114.161,3180,222156,3,65,712000
3,2,2170,16600,1,1,2,3,10,1130,1040,1979,0,122005,52.8607,-114.278,3130,13875,2,53,1150000
4,2,2550,4000,2,0,0,4,7,1760,790,1926,0,122006,52.9111,-114.508,1840,4000,1,57,645000
5,3,2740,8426,1,0,0,4,8,1370,1370,1960,0,122027,52.7863,-114.374,2020,8783,1,69,541125
4,2,2700,7625,1,0,0,4,8,1450,1250,1937,0,122006,52.9138,-114.513,1760,3300,3,53,710000
4,4,1850,6519,2,0,0,3,7,1130,720,1986,0,122018,52.5387,-114.544,1280,6664,3,69,248000
4,2,1750,11400,2,0,0,4,7,1750,0,1975,0,122018,52.5449,-114.576,1890,9024,2,66,242000
3,1,1300,9600,1,0,0,4,6,1300,0,1975,0,122023,52.5337,-114.297,1150,10222,3,59,195000
2,1,900,5160,1,0,0,3,6,900,0,1952,0,122034,52.755,-114.546,900,5160,2,68,219000
3,2,1510,6000,1,0,0,3,7,1060,450,1947,0,122016,52.7835,-114.58,1610,6000,2,76,360000
3,2,1500,7200,1,0,0,3,7,1500,0,1957,0,122038,53.0048,-114.527,1650,7392,3,76,360000
3,2,1990,9594,1,0,0,3,8,1190,800,1977,0,122005,52.8917,-114.327,1930,9765,1,56,507500
4,2,2000,6250,2,0,0,3,7,1480,520,1930,0,122016,52.7832,-114.579,1110,6250,2,76,465000
3,2,2090,15790,1,0,0,3,9,2090,0,1992,0,122033,52.9596,-114.389,1820,8770,3,60,560000
4,2,3480,59242,2,0,0,3,11,3480,0,1988,0,122021,52.9691,-114.292,2930,39400,1,59,810000
3,1,880,5375,1,0,0,4,5,880,0,1924,0,122042,52.7158,-114.392,980,4838,2,53,256000
2,1,1140,1730,2,0,0,3,8,1010,130,2007,0,122064,52.7794,-114.562,1360,1730,2,54,235000
4,2,2990,12788,2,0,0,3,10,2990,0,1988,0,122020,52.7901,-114.227,3250,12212,1,74,760000
2,1,990,4313,2,0,2,4,6,990,0,1917,0,122064,52.7977,-114.57,1480,5750,1,80,442000
2,2,1830,3600,1,0,0,4,7,1230,600,1926,0,122061,52.8659,-114.541,2020,3600,3,61,825000
3,2,2040,13125,1,0,0,3,6,810,1230,1910,0,122056,52.708,-114.468,1460,10582,2,64,245000
3,2,1200,2016,1,0,1,4,7,600,600,1931,0,122009,52.8111,-114.594,1730,4520,3,64,483500
3,2,1210,2046,2,0,0,3,9,920,290,2008,0,122034,52.7512,-114.547,1070,651,3,74,299900
2,2,1700,2383,2,0,0,3,8,1700,0,2005,0,122011,52.777,-114.187,1700,2700,3,61,472500
4,2,1990,7610,1,0,0,4,8,1290,700,1966,0,122029,52.8536,-114.293,1820,8198,3,78,529219
4,3,3740,30884,2,0,0,3,9,3060,680,1988,0,122021,52.9805,-114.307,3240,37031,2,73,869000
3,2,1220,962,3,0,0,3,8,1220,0,2014,0,122026,52.904,-114.577,1510,2501,1,50,500000
3,1,980,3090,2,0,0,3,6,980,0,1903,0,122051,52.7825,-114.467,980,3090,1,78,197500
3,2,2540,5612,2,0,0,3,9,2540,0,1999,0,122015,52.7265,-114.347,2380,6303,1,64,425000
1,2,1440,14258,1,0,0,3,7,720,720,1923,0,122064,52.764,-114.566,1440,4920,2,62,390000
3,2,1880,100623,2,0,0,3,8,1880,0,1987,2007,122036,52.7642,-114.073,2520,21689,2,54,530000
3,2,1650,7739,1,0,0,3,8,1290,360,1986,0,122040,52.5832,-114.494,1650,6033,1,72,225000
3,1,920,5546,1,0,0,2,6,920,0,1928,0,122022,52.9414,-114.474,1300,5546,2,58,207000
4,2,2030,8426,2,0,0,3,7,2030,0,1944,0,122056,52.7106,-114.477,1190,7007,3,54,275000
3,2,1800,9216,1,0,0,4,7,1800,0,1950,0,122039,52.5039,-114.439,1400,10022,2,51,237000
1,2,1048,4800,1,0,0,3,7,1048,0,1942,0,122042,52.7059,-114.402,950,4800,3,55,199950
4,2,2440,8100,1,0,0,4,9,1620,820,1960,0,122050,52.9501,-114.551,2030,8100,1,75,575000
4,2,2770,5612,2,0,0,3,7,2770,0,2001,0,122045,52.916,-114.226,2770,5177,1,59,650000
4,2,1840,5419,1,0,0,4,7,920,920,1942,0,122032,52.8783,-114.594,1800,5419,3,65,639000
3,2,1780,8784,1,0,0,3,7,1230,550,1977,0,122010,52.931,-114.362,1780,7704,1,62,470000
2,1,1130,5413,1,0,0,3,7,880,250,1939,0,122006,52.9271,-114.505,1250,5413,3,71,443000
4,2,2350,12540,2,0,0,3,8,2350,0,1968,0,122050,53.0032,-114.572,2090,7964,2,52,505000
4,2,1680,15084,1,0,0,4,7,840,840,1979,0,122041,52.9195,-114.102,1800,15092,3,69,340000
3,2,2280,12498,2,0,0,4,9,2280,0,1987,0,122011,52.7988,-114.204,2330,8844,1,64,560000
3,2,1780,11000,1,0,0,4,8,1210,570,1980,0,122027,52.7874,-114.339,2310,9700,2,73,635000
4,2,2350,8182,2,0,0,3,8,2350,0,1997,0,122035,52.5997,-114.296,2330,7000,3,52,367000
3,4,5510,35000,2,0,4,3,13,4910,600,1997,0,122050,52.9596,-114.56,3430,45302,3,70,3800000
3,2,1980,39932,2,0,0,3,8,1980,0,1994,0,122017,52.9733,-114.386,2610,12769,2,65,442000
3,2,1580,9147,1,0,1,4,7,1210,370,1967,0,122029,52.8369,-114.302,2600,23564,3,62,515000
4,3,2050,4000,2,0,0,3,8,2050,0,2014,0,122039,52.5823,-114.465,2050,4000,2,63,353500
4,2,2910,6338,2,0,0,3,8,2910,0,2008,0,122015,52.7104,-114.316,2500,5877,3,54,549000
4,3,2600,2750,2,0,0,3,7,1620,980,1936,0,122003,52.8713,-114.547,1960,3705,3,68,840000
3,2,1170,5360,1,0,0,3,6,1170,0,1919,0,122034,52.7481,-114.554,1180,7200,3,67,335000
4,3,3540,11098,2,0,0,3,10,3000,540,1940,0,122047,52.864,-114.478,3430,8214,3,50,2200000
5,4,3220,8000,2,0,0,3,9,2900,320,2008,0,122010,52.9134,-114.39,2100,9680,1,54,1210000
3,2,1750,4990,1,0,0,3,7,950,800,1916,0,122026,52.8967,-114.551,1700,5000,1,51,477000
3,2,1110,10296,1,0,0,5,7,1110,0,1964,0,122035,52.652,-114.343,1330,10296,3,79,255000
7,3,3410,4056,2,0,0,4,8,2130,1280,1906,0,122013,52.8754,-114.506,2510,4056,1,65,750000
4,3,2990,6626,2,0,0,3,9,2990,0,2014,0,122005,52.9407,-114.3,2910,5533,1,58,814950
4,2,1890,7200,1,0,0,4,7,1500,390,1978,0,122033,52.9578,-114.408,2070,7200,2,79,506500
2,1,830,26329,1,1,3,4,6,830,0,1928,0,122069,52.6312,-114.615,2030,27338,2,80,385000
3,2,2010,5133,2,0,0,4,8,2010,0,1986,0,122011,52.7965,-114.213,2190,10168,1,58,530000
5,2,1780,7245,1,0,0,4,8,1330,450,1976,0,122005,52.9246,-114.31,1780,7653,3,56,472000
4,2,3720,8448,1,0,3,4,9,1960,1760,1947,0,122032,52.8725,-114.596,2540,7064,3,56,1280000
4,3,3160,8197,1,0,0,3,8,1580,1580,1962,0,122006,52.9304,-114.477,2050,8197,2,66,655000
4,3,2840,5560,1,0,2,4,9,1990,850,1974,0,122033,52.9453,-114.447,2840,16940,1,67,760000
3,2,2200,7200,1,0,0,3,8,1270,930,1962,0,122066,52.6045,-114.466,1800,8000,3,78,265000
5,4,4140,7642,2,0,0,3,8,4140,0,2003,0,122020,52.821,-114.198,3330,6953,2,79,720000
3,2,1630,1598,3,0,0,3,8,1630,0,2008,0,122028,52.9204,-114.537,1320,1605,2,72,385000
3,2,1930,7267,1,0,0,4,7,1330,600,1977,0,122072,52.5517,-114.395,1600,7698,1,80,279950
3,2,3070,22098,2,0,0,3,9,3070,0,1995,0,122015,52.7024,-114.337,3070,21803,1,59,529000
2,1,1520,3360,1,0,0,4,7,830,690,1927,0,122007,52.9115,-114.572,1470,3774,3,58,535000
3,2,2820,7200,1,0,3,3,9,1780,1040,1979,0,122050,52.9991,-114.578,2300,7200,1,59,705000
3,2,1790,3078,2,0,0,3,8,1790,0,2010,0,122012,52.7938,-114.284,1890,3078,1,75,530000
3,2,1380,7226,1,0,0,4,7,1140,240,1987,0,122035,52.5977,-114.281,1640,7823,2,67,265000
4,2,1210,11100,1,0,0,4,7,1210,0,1955,0,122027,52.8047,-114.335,1280,11100,3,63,483300
3,2,1820,12686,1,0,0,4,7,1820,0,1952,0,122048,52.8186,-114.385,3020,11550,3,72,875000
3,2,2200,14630,2,0,1,3,8,2200,0,1948,2003,122048,52.8374,-114.403,2850,15803,1,56,1230000
4,2,2270,11500,1,0,0,3,8,1540,730,1967,0,122033,52.9389,-114.431,2020,10918,1,75,380000
4,2,2170,9600,1,0,0,3,7,1460,710,1980,0,122005,52.9089,-114.306,1940,8400,3,55,550000
4,2,1530,8375,1,0,0,3,7,1020,510,1974,0,122033,52.9474,-114.426,1650,9794,2,66,446000
2,2,1110,1773,2,0,0,3,8,1110,0,2014,0,122059,52.7947,-114.483,1420,2855,1,58,229800
4,2,2060,8767,2,0,0,3,8,2060,0,1983,0,122005,52.9528,-114.293,1610,8062,1,64,543000
2,1,860,7102,1,0,0,3,6,860,0,1947,0,122050,52.9342,-114.559,1450,7102,1,65,340000
3,2,1570,8459,1,0,0,3,7,1570,0,1991,0,122068,52.4316,-114.196,1650,8844,2,54,195000
4,2,2210,7079,2,0,0,3,8,2210,0,1993,0,122067,52.6506,-114.373,1970,7000,2,62,382500
5,3,2320,7229,1,0,0,4,8,1370,950,1986,0,122005,52.927,-114.287,2090,7554,2,55,552500
2,1,700,5000,1,0,0,3,6,700,0,1943,0,122042,52.6971,-114.402,1320,6000,1,54,225000
3,2,3570,30456,1,0,1,3,8,2070,1500,1946,1982,122071,52.8713,-114.43,3570,27418,2,51,2200000
2,2,1180,3200,1,0,1,4,6,590,590,1945,0,122016,52.7575,-114.573,1350,4000,3,58,360000
4,3,3720,14125,1,0,0,4,9,1930,1790,1960,0,122049,52.8211,-114.367,3160,15300,3,64,875000
4,2,1890,6302,2,0,0,3,7,1890,0,1997,0,122065,52.6146,-114.395,1690,5369,3,73,282000
4,2,2440,8098,2,0,0,3,8,2440,0,1983,0,122018,52.5426,-114.536,2110,7911,1,69,330000
3,1,1160,10988,1,0,0,3,7,1160,0,1965,0,122010,52.9118,-114.355,1670,51376,2,64,360000
3,1,1650,5102,1,0,0,4,8,1300,350,1953,0,122032,52.8824,-114.594,1440,5102,1,75,665000
3,3,2770,3809,2,0,0,5,7,1770,1000,1925,0,122054,52.8047,-114.494,1440,4000,1,75,317625
3,1,910,3880,1,0,0,3,7,780,130,1942,0,122007,52.9162,-114.582,1220,3880,3,50,465000
4,3,2980,3600,2,0,0,3,9,2150,830,1999,0,122047,52.8652,-114.474,2980,4800,3,57,1630000
2,1,1120,5650,1,0,0,3,6,1120,0,1944,0,122063,52.7279,-114.431,1270,6875,1,61,260000
2,2,1728,95950,1,0,3,3,9,1728,0,2012,0,122069,52.6879,-114.633,1720,35735,2,71,730000
3,2,1890,29185,1,0,0,3,7,1470,420,1949,2013,122027,52.7921,-114.358,2580,11600,3,62,570000
2,1,1120,8661,1,0,0,3,7,1120,0,1946,0,122022,52.9334,-114.497,1470,7205,2,77,399000
4,2,2010,8625,1,0,0,4,7,1340,670,1957,0,122038,52.9796,-114.545,1500,8400,1,61,364000
3,2,1510,7884,1,0,0,3,6,1510,0,1942,2014,122031,52.6983,-114.538,1050,7620,2,68,332000
5,4,1400,8580,1,0,0,5,7,900,500,1954,0,122070,52.686,-114.482,1220,8832,1,69,265000
4,2,2810,7549,2,0,0,3,9,2810,0,1992,0,122021,52.9741,-114.363,2750,7642,2,69,550000
4,1,1820,5400,2,0,0,3,8,1820,0,1923,2014,122013,52.8776,-114.508,1820,5400,2,71,1010000
2,1,800,5000,1,0,0,4,6,800,0,1944,0,122063,52.7301,-114.432,880,6050,2,58,225000
3,2,1770,1235,3,0,0,3,8,1600,170,2007,0,122028,52.9265,-114.532,1680,1203,3,52,436110
2,1,930,7740,1,0,0,1,5,930,0,1932,0,122060,52.6911,-114.514,1620,8584,2,52,105500
3,1,1010,8581,1,0,0,4,6,1010,0,1920,0,122072,52.5343,-114.406,1060,10354,1,53,180000
4,2,2807,9430,2,0,0,3,8,2807,0,1996,0,122058,52.9749,-114.413,2028,11056,1,65,630000
3,3,1980,2850,3,0,0,3,7,1980,0,1987,0,122028,52.8897,-114.521,1630,4560,3,72,660000
3,1,1130,9147,1,0,0,5,7,1130,0,1952,0,122010,52.9306,-114.387,1930,9906,1,73,426000
4,4,2160,3600,2,0,0,3,8,1660,500,1998,0,122044,52.8403,-114.487,1230,3840,1,55,601000
3,1,1180,7200,2,0,0,4,7,1180,0,1949,0,122038,52.9421,-114.523,2240,7875,3,61,425000
4,3,2660,7389,2,0,0,3,9,2660,0,2002,0,122020,52.8293,-114.167,2820,7388,2,79,695000
2,1,970,4284,1,0,0,3,7,970,0,1905,0,122028,52.8967,-114.523,2050,4284,2,54,495000
2,1,1150,9186,1,0,0,3,7,1150,0,1946,0,122056,52.7381,-114.52,1390,10690,2,80,324950
3,2,1440,9253,1,0,0,3,7,990,450,1981,0,122042,52.6633,-114.384,1550,7156,2,60,274000
3,2,1690,10062,1,0,2,5,7,940,750,1928,0,122063,52.7402,-114.431,2390,6650,2,50,356200
4,2,1960,9300,1,0,0,5,7,1340,620,1979,0,122025,52.6787,-113.962,1500,9752,2,66,372000
5,4,2800,5120,2,0,0,3,9,2800,0,1903,2005,122044,52.8359,-114.5,1780,5120,3,52,345600
3,2,1990,4936,2,0,0,3,8,1990,0,2004,0,122020,52.8211,-114.208,2250,4815,2,69,544900
3,2,1220,7250,1,0,0,3,7,1220,0,1962,0,122025,52.7187,-113.974,1700,15251,3,58,251000
3,1,860,7467,1,0,0,3,6,860,0,1944,0,122063,52.7247,-114.427,1280,7467,1,61,205000
4,2,2130,2800,1,0,0,5,7,1070,1060,1922,0,122028,52.8845,-114.523,1990,3990,2,55,800000
4,2,2320,7400,2,0,0,5,7,1620,700,1913,0,122051,52.7858,-114.459,1740,4000,1,72,666570
4,3,2700,37011,2,0,0,3,9,2700,0,1984,0,122035,52.5796,-114.278,2700,37457,1,60,385000
4,2,2811,7251,2,0,0,3,9,2811,0,2009,0,122024,52.5986,-114.248,3040,7250,1,58,455000
5,3,3080,5752,2,0,0,3,9,3080,0,2014,0,122015,52.7222,-114.343,3000,4650,3,53,579950
4,2,2580,5823,2,0,0,3,8,2580,0,2002,0,122008,52.7674,-114.065,2380,5823,3,58,552250
3,2,2190,7149,1,0,1,4,8,1240,950,1963,0,122053,52.7543,-114.394,3500,7149,2,69,539950
5,2,3320,60984,2,0,0,3,9,3320,0,2000,0,122025,52.7162,-113.908,1580,55322,1,72,665000
2,2,1020,10346,1,0,0,4,6,1020,0,1983,0,122068,52.4258,-114.192,1160,8610,2,68,187000
2,2,2860,59612,1,1,4,3,8,1510,1350,1948,2003,122018,52.5576,-114.579,2720,59612,2,52,503000
3,1,1170,6700,1,0,0,3,8,1170,0,1957,0,122022,52.9422,-114.48,2410,7620,3,52,415000
4,2,1690,8208,1,0,0,4,7,1210,480,1958,0,122029,52.8352,-114.316,1620,8496,3,62,478000
2,1,900,3400,1,0,0,5,6,900,0,1905,0,122059,52.7569,-114.504,940,6000,2,68,191000
4,2,1920,11603,2,0,0,4,7,1920,0,1967,0,122046,52.6615,-114.359,1840,7350,3,70,325000
4,2,2980,8051,2,0,2,4,10,2020,960,1935,0,122032,52.8726,-114.599,2760,5499,1,52,1160000
3,2,1650,13816,2,0,0,3,7,1650,0,1998,0,122041,52.8853,-114.103,1630,18750,2,66,334999
4,3,2600,2074,2,0,0,3,8,2150,450,2011,0,122012,52.7702,-114.218,2510,2074,2,58,661000
2,1,700,3180,1,0,0,3,6,480,220,1951,0,122063,52.7276,-114.452,1760,6360,2,72,119900
4,1,1200,7552,1,0,0,3,6,1060,140,1919,0,122064,52.7617,-114.56,1580,7680,1,53,249000
3,2,2830,5802,2,0,0,3,9,2830,0,2001,0,122058,52.9905,-114.424,2500,5788,3,66,551000
2,2,1400,4160,1,0,0,5,7,1400,0,1947,0,122014,52.9769,-114.511,1220,11241,2,64,421000
5,2,2140,43124,1,0,2,4,7,1220,920,1962,0,122012,52.7816,-114.275,2520,14677,1,53,485000
3,1,1010,10215,1,0,0,3,6,1010,0,1955,0,122052,52.7172,-114.535,1320,10245,3,77,180000
6,4,2280,5275,1,0,0,3,7,1270,1010,1998,0,122059,52.7856,-114.484,1760,6642,3,72,449500
4,3,4740,49091,2,0,0,3,11,4740,0,1990,0,122045,52.8924,-114.261,4800,42387,2,66,1150000
4,5,3700,11000,1,0,0,4,7,1840,1860,1962,0,122058,52.998,-114.441,1720,11564,3,62,599000
3,1,1150,8050,2,0,0,4,7,1150,0,1956,0,122066,52.604,-114.486,1360,8050,1,54,123300
3,1,1080,8580,2,0,0,3,6,1080,0,1900,0,122056,52.7016,-114.452,1800,12672,2,80,192500
5,3,1800,3780,2,0,0,3,7,1400,400,1926,0,122028,52.9131,-114.533,1400,3780,1,79,533000
3,2,2600,4750,1,0,0,4,9,1700,900,1951,0,122007,52.9133,-114.59,2380,4750,1,67,790000
4,2,2660,5539,2,0,0,3,8,2660,0,2004,0,122015,52.7281,-114.352,2380,5539,2,76,423000
4,3,3680,5759,2,0,0,3,9,2840,840,2003,0,122012,52.7667,-114.257,3620,6006,3,72,788000
5,3,2040,7488,1,0,0,4,7,1200,840,1969,0,122033,52.9589,-114.362,1530,7488,3,50,449500
4,3,2720,11740,1,0,0,5,9,2720,0,1957,0,122057,52.8133,-114.432,2640,11740,3,53,940000
3,2,2720,6439,2,0,0,3,9,2720,0,2005,0,122008,52.7722,-114.05,3180,7320,1,68,619000
4,3,2240,7035,2,0,0,3,7,2240,0,1942,1993,122052,52.7424,-114.564,1060,6300,2,57,400000
3,2,1790,3962,2,0,0,3,8,1790,0,1992,0,122007,52.9194,-114.581,1340,3960,3,79,584000
3,1,970,12300,1,0,0,3,7,970,0,1982,0,122058,52.9635,-114.417,2040,9994,3,72,300000
7,3,3110,4400,2,0,0,5,7,2010,1100,1914,0,122004,52.8984,-114.509,1240,4280,3,75,730000
4,2,3320,53392,2,0,0,4,8,2000,1320,1986,0,122012,52.7024,-114.204,3230,43129,1,64,508000
2,1,1270,3700,2,0,0,3,7,1270,0,1909,0,122054,52.8249,-114.497,1980,3200,3,58,404500
1,2,1900,40600,2,0,0,5,9,1450,450,1977,0,122012,52.7018,-114.199,2920,40427,1,73,550000
3,2,1510,8301,1,0,0,3,7,1510,0,1967,0,122033,52.9543,-114.412,1460,7910,2,79,366000
3,2,1310,8600,1,0,0,4,7,1310,0,1987,0,122010,52.916,-114.375,2510,8515,1,59,470000
3,2,2242,5744,2,0,0,3,8,2242,0,2012,0,122023,52.4897,-114.389,2009,5712,2,66,310000
4,2,2200,3060,1,0,0,3,7,1100,1100,1908,2000,122051,52.795,-114.474,1410,5100,1,62,358000
5,3,2920,2808,2,0,0,3,8,2140,780,1960,1992,122028,52.884,-114.532,1620,1544,3,69,830000
5,3,2730,22572,1,0,0,3,7,2080,650,1968,1992,122020,52.8251,-114.227,2260,15458,3,61,599000
3,1,1310,4163,1,0,0,4,7,1310,0,1964,0,122064,52.7601,-114.571,1120,4166,1,67,415885
4,2,3118,1845,2,0,2,3,9,3118,0,2014,0,122039,52.5231,-114.454,2673,6500,1,50,541800
3,2,1680,8610,1,0,0,4,7,1290,390,1969,0,122033,52.9546,-114.363,1640,8809,1,72,427000
4,2,2300,7500,1,0,3,2,7,1650,650,1959,0,122043,52.6425,-114.52,2300,7500,1,57,308130
3,2,1765,7652,2,0,0,3,7,1765,0,1996,0,122040,52.5372,-114.518,1765,7719,3,55,250000
4,1,1440,8320,2,0,0,3,7,1440,0,1946,0,122014,52.9829,-114.508,1440,9230,2,57,395000
3,2,2540,4760,2,0,0,3,8,2540,0,2010,0,122024,52.5752,-114.212,2540,4571,2,63,347500
6,2,2420,11662,1,0,2,4,7,1420,1000,1965,0,122070,52.6759,-114.468,1630,11662,3,59,376000
3,2,1460,4961,1,0,0,4,8,1150,310,1988,0,122010,52.9255,-114.373,1550,5449,3,55,475000
3,2,1530,7650,1,0,0,4,8,1530,0,1977,0,122046,52.6735,-114.318,1850,6804,1,69,317000
5,4,3750,9612,1,0,2,4,9,2030,1720,1981,0,122027,52.7811,-114.347,3270,9688,2,51,942500
3,2,1920,61014,1,0,0,3,6,1920,0,1953,0,122024,52.6746,-114.264,1616,61014,3,69,210000
4,2,3360,7685,2,0,0,3,9,3360,0,2001,0,122046,52.6669,-114.301,3060,6567,3,67,455000
3,2,2510,5503,2,0,2,3,9,2510,0,1995,0,122016,52.7719,-114.573,1790,6099,2,67,820000
5,3,2800,3200,2,0,0,5,10,1910,890,1932,2002,122061,52.8721,-114.54,2450,3500,3,79,1310000
4,2,1830,29110,2,0,0,3,8,1230,600,1990,0,122057,52.7749,-114.405,3630,16488,1,54,610000
3,2,1140,8558,1,0,0,4,7,1140,0,1982,0,122010,52.9327,-114.388,1490,10530,2,62,420000
3,2,1530,2913,2,0,0,4,7,1530,0,1986,0,122010,52.9239,-114.374,1370,3783,3,76,379000
2,2,1530,981,3,0,0,3,8,1480,50,2006,0,122028,52.8833,-114.536,1530,1282,2,54,520000
